BHK,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Floor_num,Floor_building
3,2710,Super Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,4,7
2,500,Carpet Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner,2,4
3,1500,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,0,1
1,400,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,3,4
2,1100,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,5
1,300,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
1,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
2,350,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
3,1250,Carpet Area,Mumbai,Semi-Furnished,Family,3,Contact Agent,15,20
1,550,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Owner,3,4
1,250,Super Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,1,2
2,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
1,450,Carpet Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner,2,3
3,1550,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,22,24
3,1200,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,4,15
2,800,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
2,1145,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
3,1500,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,5,5
1,700,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
2,675,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1,850,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
2,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
2,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
1,520,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,5
2,1065,Super Area,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,15,15
2,350,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,2,2
2,780,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,3,3
1,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,5
2,1050,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,1,1
2,950,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
1,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,4
1,425,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Owner,9,14
2,1150,Super Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,1,2
2,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
3,800,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
2,1450,Carpet Area,Hyderabad,Unfurnished,Family,2,Contact Owner,3,3
2,750,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1,1
3,1540,Carpet Area,Chennai,Furnished,Bachelors,2,Contact Owner,3,4
3,2000,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,3,3
1,400,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,1,5
3,1350,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,2,3
2,900,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
2,1150,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Agent,1,2
2,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1,400,Super Area,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1,3
1,750,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2,4
2,2000,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,7,10
2,1800,Super Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,1,2
2,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
2,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
2,1050,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,14,15
2,1600,Super Area,Hyderabad,Unfurnished,Family,3,Contact Owner,1,2
2,1095,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
2,800,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1,470,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent,6,7
1,360,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
2,1200,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,1,3
2,450,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
3,1500,Carpet Area,Kolkata,Semi-Furnished,Family,2,Contact Owner,1,1
2,84,Carpet Area,Delhi,Furnished,Bachelors,2,Contact Agent,1,4
1,500,Super Area,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,3,4
3,1000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,3,6
1,520,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
2,1000,Super Area,Delhi,Semi-Furnished,Family,1,Contact Owner,3,4
2,1200,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,3,5
1,400,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,8,22
3,950,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
1,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
2,600,Super Area,Chennai,Unfurnished,Family,1,Contact Owner,1,2
3,1500,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,3,4
1,320,Super Area,Mumbai,Furnished,Family,1,Contact Owner,12,24
3,1330,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,12,45
2,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
2,675,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,3,3
3,1330,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,2
2,500,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,5
3,1100,Carpet Area,Mumbai,Furnished,Family,3,Contact Agent,6,15
4,1900,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,5,11
2,1170,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
2,700,Carpet Area,Bangalore,Semi-Furnished,Family,1,Contact Owner,1,2
2,950,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,1,2
2,610,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent,11,18
1,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,4
3,1503,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Owner,3,7
3,1580,Carpet Area,Bangalore,Unfurnished,Bachelors,3,Contact Agent,3,3
3,1800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,4
2,570,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
1,800,Super Area,Delhi,Furnished,Bachelors/Family,2,Contact Owner,4,5
2,1000,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,1
1,800,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,1
1,300,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
2,800,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
2,800,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,1,1
2,618,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,4,11
1,400,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1,800,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,3,4
3,1300,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,6,7
2,900,Carpet Area,Mumbai,Furnished,Family,2,Contact Agent,1,8
2,600,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,7
2,985,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,1,4
1,550,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,3,3
1,150,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
4,2800,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,1,4
1,500,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,1,4
3,1400,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,6
2,1100,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
3,1021,Carpet Area,Bangalore,Furnished,Bachelors,3,Contact Owner,10,10
2,48,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
2,965,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,19,27
1,1900,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,4
1,54,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,5
2,870,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,2
2,900,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Agent,1,2
1,600,Super Area,Chennai,Unfurnished,Bachelors,1,Contact Owner,1,1
2,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,5,5
2,500,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1,2
3,1450,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,2,4
1,225,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Owner,1,4
2,700,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Agent,1,2
2,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,4
4,4000,Carpet Area,Delhi,Semi-Furnished,Bachelors,7,Contact Agent,3,3
2,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,4
1,410,Carpet Area,Mumbai,Unfurnished,Family,1,Contact Agent,2,7
2,1100,Carpet Area,Chennai,Semi-Furnished,Family,1,Contact Owner,1,1
3,1200,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,10,14
3,150,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,1,3
1,550,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2,2
3,1600,Carpet Area,Mumbai,Semi-Furnished,Family,4,Contact Agent,25,52
2,650,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,2,12
3,1500,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,8,10
1,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,4
2,150,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,1,4
2,980,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,5
3,1500,Super Area,Chennai,Unfurnished,Bachelors,3,Contact Owner,19,31
2,750,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent,1,3
1,470,Super Area,Hyderabad,Furnished,Bachelors/Family,1,Contact Agent,3,5
2,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
1,300,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,2,4
3,700,Carpet Area,Kolkata,Unfurnished,Family,2,Contact Owner,1,3
3,1200,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,1,1
2,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,4
1,60,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
2,805,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
1,500,Super Area,Kolkata,Furnished,Bachelors/Family,1,Contact Agent,1,2
1,300,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
2,650,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,1,2
2,950,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,9,28
1,600,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
2,850,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Agent,1,3
3,1800,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
3,2500,Carpet Area,Delhi,Unfurnished,Bachelors,3,Contact Agent,2,3
2,1230,Super Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner,5,5
2,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,4
1,225,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,18,25
2,1300,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
3,1600,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4,4
2,1000,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1,2
2,800,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent,19,20
1,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
3,1110,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,9,55
2,700,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
3,1500,Carpet Area,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,15,20
3,1100,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,1,4
1,75,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,2,4
1,700,Carpet Area,Chennai,Semi-Furnished,Family,1,Contact Owner,1,2
2,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4,5
2,1000,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1,700,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
2,1800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
1,450,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
3,1700,Super Area,Hyderabad,Unfurnished,Family,2,Contact Agent,4,5
3,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
3,1121,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,30,45
2,920,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,4
3,950,Carpet Area,Delhi,Furnished,Bachelors,2,Contact Agent,1,4
1,400,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
3,950,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
3,2100,Super Area,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,1,2
2,900,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
3,1500,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Agent,1,4
3,1100,Carpet Area,Mumbai,Unfurnished,Family,3,Contact Agent,2,13
2,750,Super Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,3,4
2,1100,Super Area,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,14,22
3,3000,Super Area,Chennai,Furnished,Bachelors/Family,3,Contact Agent,1,4
2,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
2,1000,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
1,600,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,2
2,1800,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,1,1
2,450,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,2
2,700,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1,2
2,800,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent,3,7
3,1100,Super Area,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner,1,3
2,1000,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent,4,5
2,400,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,2,3
2,800,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1,3
1,400,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Agent,18,23
2,670,Super Area,Kolkata,Unfurnished,Family,1,Contact Owner,2,2
2,650,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,1,3
2,1100,Carpet Area,Hyderabad,Furnished,Family,2,Contact Agent,1,12
2,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,3
2,800,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2,1250,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,4
4,7000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,6,Contact Agent,0,2
1,500,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Agent,8,18
2,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
2,1200,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
1,500,Carpet Area,Kolkata,Furnished,Bachelors,1,Contact Agent,2,2
2,745,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,8,9
2,800,Super Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,1,2
3,1500,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,10,23
3,2200,Super Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent,4,4
3,1600,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,3,4
3,1783,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,5
3,2000,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
3,200,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,1,4
3,1300,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,2,4
2,1150,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,14,40
1,550,Carpet Area,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,13,14
2,100,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
2,950,Carpet Area,Mumbai,Furnished,Bachelors,2,Contact Agent,2,8
2,1021,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
4,1460,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,11,13
3,1450,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,9,10
2,1200,Carpet Area,Delhi,Furnished,Bachelors,2,Contact Owner,2,3
2,975,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
2,700,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,5
1,675,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2,2
2,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2,1000,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,4
2,800,Carpet Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,1,2
2,1180,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,4
2,1100,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,1,2
1,800,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1,600,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,1,4
2,720,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,5,7
2,630,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent,6,7
1,500,Carpet Area,Mumbai,Furnished,Bachelors,2,Contact Agent,1,4
2,1100,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
2,685,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,2,3
1,600,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
2,700,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,1
1,650,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,1
2,288,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,2,3
4,3800,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,1,1
2,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
3,800,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
1,450,Super Area,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,1,5
2,550,Super Area,Chennai,Unfurnished,Family,1,Contact Owner,2,3
2,1000,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
1,420,Carpet Area,Chennai,Unfurnished,Bachelors,1,Contact Owner,1,1
1,450,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
2,550,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
1,300,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,1,1
1,585,Super Area,Mumbai,Unfurnished,Family,2,Contact Agent,3,7
2,900,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1,1
1,610,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,10,10
1,550,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
3,1110,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,5
2,1125,Super Area,Delhi,Furnished,Bachelors/Family,2,Contact Owner,2,5
2,1000,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,4
1,100,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
2,1300,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
3,1500,Carpet Area,Bangalore,Furnished,Bachelors/Family,3,Contact Agent,6,16
3,1600,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,17,60
2,1300,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,1,2
2,1250,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
3,1000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,4
2,1380,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,9
2,700,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent,3,21
2,900,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
1,600,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
2,1800,Carpet Area,Delhi,Furnished,Bachelors,2,Contact Agent,1,3
2,900,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1,1
1,750,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
1,200,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,2
3,1200,Carpet Area,Kolkata,Unfurnished,Family,2,Contact Owner,1,3
3,1000,Carpet Area,Mumbai,Semi-Furnished,Family,3,Contact Agent,3,7
2,1000,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
3,2000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1
2,1100,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
3,1850,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,1
2,1250,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,5
1,360,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,Contact Agent,3,7
2,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,1
2,1200,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,2,2
3,1000,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,5,10
2,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
2,600,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,1,1
1,500,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,Contact Agent,1,5
2,1000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,16
3,1800,Super Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Agent,10,20
4,1110,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,2,2
4,1528,Carpet Area,Mumbai,Unfurnished,Family,4,Contact Agent,65,76
3,1450,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner,1,5
3,1570,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,2
2,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
3,2925,Super Area,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,4
3,1250,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
1,500,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,4
2,850,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,2,4
1,500,Super Area,Bangalore,Unfurnished,Family,1,Contact Owner,1,2
3,1300,Carpet Area,Mumbai,Semi-Furnished,Family,3,Contact Agent,12,24
3,1265,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,2,5
2,955,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,34,40
1,900,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
1,500,Carpet Area,Chennai,Unfurnished,Bachelors,1,Contact Agent,1,2
3,800,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1,1
2,950,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
1,500,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
2,800,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent,1,4
3,1550,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,3,4
2,1000,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4,5
